Method,Metric,Seed,Split,Task,Metric Name
BioBERT,0.009782608695652175,1,cardiovascular,contraindication,Precision@10
BioBERT,0.010707620676851232,1,cardiovascular,contraindication,Precision@K
TxGNN,0.727364614277958,1,cardiovascular,contraindication,AUPRC
TxGNN,0.7221088687618208,1,cardiovascular,contraindication,AUROC
TxGNN,0.05482736921981028,1,cardiovascular,contraindication,Recall@100
TxGNN,0.4824385266311064,1,cardiovascular,contraindication,Avg Rank
TxGNN,0.022173913043478263,1,cardiovascular,contraindication,Precision@100
TxGNN,0.01956521739130435,1,cardiovascular,contraindication,Precision@10
TxGNN,0.02124338914736482,1,cardiovascular,contraindication,Precision@K
Proximity,0.5125878341040031,1,cardiovascular,contraindication,AUPRC
Proximity,0.5248683052333833,1,cardiovascular,contraindication,AUROC
Proximity,0.009535686233691321,1,cardiovascular,contraindication,Recall@100
Proximity,0.6198051211790011,1,cardiovascular,contraindication,Avg Rank
Proximity,0.005652173913043478,1,cardiovascular,contraindication,Precision@100
Proximity,0.007608695652173913,1,cardiovascular,contraindication,Precision@10
Proximity,0.004987065002363095,1,cardiovascular,contraindication,Precision@K
DSD-min,0.5076404939015238,2,cardiovascular,contraindication,AUPRC
DSD-min,0.5063476974416722,2,cardiovascular,contraindication,AUROC
DSD-min,0.030183651386451738,2,cardiovascular,contraindication,Recall@100
DSD-min,0.5200406613437419,2,cardiovascular,contraindication,Avg Rank
DSD-min,0.005434782608695652,2,cardiovascular,contraindication,Precision@100
DSD-min,0.003260869565217392,2,cardiovascular,contraindication,Precision@10
DSD-min,0.0038349643808539865,2,cardiovascular,contraindication,Precision@K
KL-min,0.5026632378211204,2,cardiovascular,contraindication,AUPRC
KL-min,0.5049911962070194,2,cardiovascular,contraindication,AUROC
KL-min,0.009103210692054511,2,cardiovascular,contraindication,Recall@100
KL-min,0.49001337329637196,2,cardiovascular,contraindication,Avg Rank
KL-min,0.004239130434782609,2,cardiovascular,contraindication,Precision@100
KL-min,0.002173913043478261,2,cardiovascular,contraindication,Precision@10
KL-min,0.003724806991010866,2,cardiovascular,contraindication,Precision@K
JS-min,0.489936718983535,2,cardiovascular,contraindication,AUPRC
JS-min,0.48766749826918077,2,cardiovascular,contraindication,AUROC
JS-min,0.0295050746499687,2,cardiovascular,contraindication,Recall@100
JS-min,0.5140829824362151,2,cardiovascular,contraindication,Avg Rank
JS-min,0.003695652173913044,2,cardiovascular,contraindication,Precision@100
JS-min,0.0010869565217391304,2,cardiovascular,contraindication,Precision@10
JS-min,0.0031129805403203484,2,cardiovascular,contraindication,Precision@K
HGT,0.520798665769801,2,cardiovascular,contraindication,AUPRC
HGT,0.5367454436380266,2,cardiovascular,contraindication,AUROC
HGT,0.06010595425071417,2,cardiovascular,contraindication,Recall@100
HGT,0.6525938503438803,2,cardiovascular,contraindication,Avg Rank
HGT,0.011195652173913044,2,cardiovascular,contraindication,Precision@100
HGT,0.015217391304347827,2,cardiovascular,contraindication,Precision@10
HGT,0.010233922191136051,2,cardiovascular,contraindication,Precision@K
HAN,0.44831191816548877,2,cardiovascular,contraindication,AUPRC
HAN,0.43676702851253796,2,cardiovascular,contraindication,AUROC
HAN,0.12134454978744126,2,cardiovascular,contraindication,Recall@100
HAN,0.22341416391450383,2,cardiovascular,contraindication,Avg Rank
HAN,0.012608695652173915,2,cardiovascular,contraindication,Precision@100
HAN,0.0076086956521739125,2,cardiovascular,contraindication,Precision@10
HAN,0.007131083792152117,2,cardiovascular,contraindication,Precision@K
RGCN,0.636918382651037,2,cardiovascular,contraindication,AUPRC
RGCN,0.6668256800026033,2,cardiovascular,contraindication,AUROC
RGCN,0.06473676503020641,2,cardiovascular,contraindication,Recall@100
RGCN,0.5894496153852092,2,cardiovascular,contraindication,Avg Rank
RGCN,0.03891304347826087,2,cardiovascular,contraindication,Precision@100
RGCN,0.035869565217391305,2,cardiovascular,contraindication,Precision@10
RGCN,0.034337158106265246,2,cardiovascular,contraindication,Precision@K
BioBERT,0.5626944204582558,2,cardiovascular,contraindication,AUPRC
BioBERT,0.5721968148845051,2,cardiovascular,contraindication,AUROC
BioBERT,0.025730271491833646,2,cardiovascular,contraindication,Recall@100
BioBERT,0.5822009383852389,2,cardiovascular,contraindication,Avg Rank
BioBERT,0.010978260869565217,2,cardiovascular,contraindication,Precision@100
BioBERT,0.009782608695652175,2,cardiovascular,contraindication,Precision@10
BioBERT,0.010707620676851232,2,cardiovascular,contraindication,Precision@K
TxGNN,0.7313264024382458,2,cardiovascular,contraindication,AUPRC
TxGNN,0.7268092914112091,2,cardiovascular,contraindication,AUROC
TxGNN,0.06306578312928574,2,cardiovascular,contraindication,Recall@100
TxGNN,0.505195939053967,2,cardiovascular,contraindication,Avg Rank
TxGNN,0.028152173913043477,2,cardiovascular,contraindication,Precision@100
TxGNN,0.03260869565217391,2,cardiovascular,contraindication,Precision@10
TxGNN,0.02862280016521649,2,cardiovascular,contraindication,Precision@K
Proximity,0.5081016042140379,2,cardiovascular,contraindication,AUPRC
Proximity,0.5241419578848088,2,cardiovascular,contraindication,AUROC
Proximity,0.00951790524244595,2,cardiovascular,contraindication,Recall@100
Proximity,0.6258312155879893,2,cardiovascular,contraindication,Avg Rank
Proximity,0.005217391304347826,2,cardiovascular,contraindication,Precision@100
Proximity,0.006521739130434782,2,cardiovascular,contraindication,Precision@10
Proximity,0.004219894969355581,2,cardiovascular,contraindication,Precision@K
DSD-min,0.4970630467864684,3,cardiovascular,contraindication,AUPRC
DSD-min,0.4958788292878185,3,cardiovascular,contraindication,AUROC
DSD-min,0.0055607185629439745,3,cardiovascular,contraindication,Recall@100
DSD-min,0.46917518329940106,3,cardiovascular,contraindication,Avg Rank
DSD-min,0.003260869565217391,3,cardiovascular,contraindication,Precision@100
DSD-min,0.002173913043478261,3,cardiovascular,contraindication,Precision@10
DSD-min,0.004087830318299166,3,cardiovascular,contraindication,Precision@K
KL-min,0.4945823087838615,3,cardiovascular,contraindication,AUPRC
KL-min,0.4897394830096129,3,cardiovascular,contraindication,AUROC
KL-min,0.026616320756015006,3,cardiovascular,contraindication,Recall@100
KL-min,0.5017407811974303,3,cardiovascular,contraindication,Avg Rank
KL-min,0.004239130434782609,3,cardiovascular,contraindication,Precision@100
KL-min,0.004347826086956522,3,cardiovascular,contraindication,Precision@10
KL-min,0.009205153695160073,3,cardiovascular,contraindication,Precision@K
JS-min,0.502844086551014,3,cardiovascular,contraindication,AUPRC
JS-min,0.502646952345269,3,cardiovascular,contraindication,AUROC
JS-min,0.005922759852716348,3,cardiovascular,contraindication,Recall@100
JS-min,0.4940065618185447,3,cardiovascular,contraindication,Avg Rank
JS-min,0.004239130434782609,3,cardiovascular,contraindication,Precision@100
JS-min,0.004347826086956522,3,cardiovascular,contraindication,Precision@10
JS-min,0.005473742815872662,3,cardiovascular,contraindication,Precision@K
HGT,0.5123954854504805,3,cardiovascular,contraindication,AUPRC
HGT,0.5082208177545998,3,cardiovascular,contraindication,AUROC
HGT,0.04608063342030884,3,cardiovascular,contraindication,Recall@100
HGT,0.570057197636458,3,cardiovascular,contraindication,Avg Rank
HGT,0.01652173913043478,3,cardiovascular,contraindication,Precision@100
HGT,0.009782608695652173,3,cardiovascular,contraindication,Precision@10
HGT,0.012829392742278962,3,cardiovascular,contraindication,Precision@K
HAN,0.4726789511698457,3,cardiovascular,contraindication,AUPRC
HAN,0.4631893223012455,3,cardiovascular,contraindication,AUROC
HAN,0.10286801628913401,3,cardiovascular,contraindication,Recall@100
HAN,0.34031803224774604,3,cardiovascular,contraindication,Avg Rank
HAN,0.012173913043478262,3,cardiovascular,contraindication,Precision@100
HAN,0.01630434782608696,3,cardiovascular,contraindication,Precision@10
HAN,0.026762261431564176,3,cardiovascular,contraindication,Precision@K
RGCN,0.6368951004597718,3,cardiovascular,contraindication,AUPRC
RGCN,0.6657942779884978,3,cardiovascular,contraindication,AUROC
RGCN,0.06240103844915344,3,cardiovascular,contraindication,Recall@100
RGCN,0.5777679815734117,3,cardiovascular,contraindication,Avg Rank
RGCN,0.03869565217391304,3,cardiovascular,contraindication,Precision@100
RGCN,0.033695652173913036,3,cardiovascular,contraindication,Precision@10
RGCN,0.03414551874741086,3,cardiovascular,contraindication,Precision@K
BioBERT,0.5626944204582558,3,cardiovascular,contraindication,AUPRC
BioBERT,0.5721968148845051,3,cardiovascular,contraindication,AUROC
BioBERT,0.025730271491833646,3,cardiovascular,contraindication,Recall@100
BioBERT,0.5822009383852389,3,cardiovascular,contraindication,Avg Rank
BioBERT,0.010978260869565217,3,cardiovascular,contraindication,Precision@100
BioBERT,0.009782608695652175,3,cardiovascular,contraindication,Precision@10
BioBERT,0.010707620676851232,3,cardiovascular,contraindication,Precision@K
TxGNN,0.7292902604392875,3,cardiovascular,contraindication,AUPRC
TxGNN,0.7254571765168398,3,cardiovascular,contraindication,AUROC
TxGNN,0.07240001272036214,3,cardiovascular,contraindication,Recall@100
TxGNN,0.5222904585494049,3,cardiovascular,contraindication,Avg Rank
TxGNN,0.03097826086956522,3,cardiovascular,contraindication,Precision@100
TxGNN,0.03369565217391304,3,cardiovascular,contraindication,Precision@10
TxGNN,0.029784159004159098,3,cardiovascular,contraindication,Precision@K
Proximity,0.5158716690765137,3,cardiovascular,contraindication,AUPRC
Proximity,0.5304759352621057,3,cardiovascular,contraindication,AUROC
Proximity,0.019505927353327863,3,cardiovascular,contraindication,Recall@100
Proximity,0.6260693243140653,3,cardiovascular,contraindication,Avg Rank
Proximity,0.0064130434782608695,3,cardiovascular,contraindication,Precision@100
Proximity,0.013043478260869568,3,cardiovascular,contraindication,Precision@10
Proximity,0.006274227742215881,3,cardiovascular,contraindication,Precision@K
DSD-min,0.50266688161082,4,cardiovascular,contraindication,AUPRC
DSD-min,0.4980322163432795,4,cardiovascular,contraindication,AUROC
DSD-min,0.015927338110656237,4,cardiovascular,contraindication,Recall@100
DSD-min,0.5164935120584226,4,cardiovascular,contraindication,Avg Rank
DSD-min,0.005,4,cardiovascular,contraindication,Precision@100
DSD-min,0.003260869565217392,4,cardiovascular,contraindication,Precision@10
DSD-min,0.004917698776163567,4,cardiovascular,contraindication,Precision@K
KL-min,0.496981424630778,4,cardiovascular,contraindication,AUPRC
KL-min,0.4963635708931028,4,cardiovascular,contraindication,AUROC
KL-min,0.006090097439726703,4,cardiovascular,contraindication,Recall@100
KL-min,0.49010654460350717,4,cardiovascular,contraindication,Avg Rank
KL-min,0.003913043478260869,4,cardiovascular,contraindication,Precision@100
KL-min,0.004347826086956522,4,cardiovascular,contraindication,Precision@10
KL-min,0.004032328400788832,4,cardiovascular,contraindication,Precision@K
JS-min,0.4940235044581914,4,cardiovascular,contraindication,AUPRC
JS-min,0.4928105332555489,4,cardiovascular,contraindication,AUROC
JS-min,0.007381463668907795,4,cardiovascular,contraindication,Recall@100
JS-min,0.4743374748742012,4,cardiovascular,contraindication,Avg Rank
JS-min,0.003152173913043479,4,cardiovascular,contraindication,Precision@100
JS-min,0.002173913043478261,4,cardiovascular,contraindication,Precision@10
JS-min,0.0033580155140618263,4,cardiovascular,contraindication,Precision@K
HGT,0.5375898276704326,4,cardiovascular,contraindication,AUPRC
HGT,0.5119523182369442,4,cardiovascular,contraindication,AUROC
HGT,0.11655169130914889,4,cardiovascular,contraindication,Recall@100
HGT,0.6804574315958511,4,cardiovascular,contraindication,Avg Rank
HGT,0.030217391304347828,4,cardiovascular,contraindication,Precision@100
HGT,0.02826086956521739,4,cardiovascular,contraindication,Precision@10
HGT,0.02800326526602346,4,cardiovascular,contraindication,Precision@K
HAN,0.48585043194634636,4,cardiovascular,contraindication,AUPRC
HAN,0.48512270684935194,4,cardiovascular,contraindication,AUROC
HAN,0.06505665291194054,4,cardiovascular,contraindication,Recall@100
HAN,0.1877180704472807,4,cardiovascular,contraindication,Avg Rank
HAN,0.003478260869565218,4,cardiovascular,contraindication,Precision@100
HAN,0.0010869565217391304,4,cardiovascular,contraindication,Precision@10
HAN,0.0008447349386414299,4,cardiovascular,contraindication,Precision@K
RGCN,0.6358916887309272,4,cardiovascular,contraindication,AUPRC
RGCN,0.6654708108945675,4,cardiovascular,contraindication,AUROC
RGCN,0.06519335151500436,4,cardiovascular,contraindication,Recall@100
RGCN,0.5783712042174498,4,cardiovascular,contraindication,Avg Rank
RGCN,0.03782608695652174,4,cardiovascular,contraindication,Precision@100
RGCN,0.035869565217391305,4,cardiovascular,contraindication,Precision@10
RGCN,0.03385794068892774,4,cardiovascular,contraindication,Precision@K
BioBERT,0.5626944204582558,4,cardiovascular,contraindication,AUPRC
BioBERT,0.5721968148845051,4,cardiovascular,contraindication,AUROC
BioBERT,0.025730271491833646,4,cardiovascular,contraindication,Recall@100
BioBERT,0.5822009383852389,4,cardiovascular,contraindication,Avg Rank
BioBERT,0.010978260869565217,4,cardiovascular,contraindication,Precision@100
BioBERT,0.009782608695652175,4,cardiovascular,contraindication,Precision@10
BioBERT,0.010707620676851232,4,cardiovascular,contraindication,Precision@K
TxGNN,0.7282129353692091,4,cardiovascular,contraindication,AUPRC
TxGNN,0.7239269558053776,4,cardiovascular,contraindication,AUROC
TxGNN,0.06688698437274873,4,cardiovascular,contraindication,Recall@100
TxGNN,0.5051563651340298,4,cardiovascular,contraindication,Avg Rank
TxGNN,0.02565217391304348,4,cardiovascular,contraindication,Precision@100
TxGNN,0.02717391304347826,4,cardiovascular,contraindication,Precision@10
TxGNN,0.026256917609240624,4,cardiovascular,contraindication,Precision@K
Proximity,0.5136254407659594,4,cardiovascular,contraindication,AUPRC
Proximity,0.5268088527771807,4,cardiovascular,contraindication,AUROC
Proximity,0.01260164370680939,4,cardiovascular,contraindication,Recall@100
Proximity,0.622779722301787,4,cardiovascular,contraindication,Avg Rank
Proximity,0.005108695652173913,4,cardiovascular,contraindication,Precision@100
Proximity,0.009782608695652175,4,cardiovascular,contraindication,Precision@10
Proximity,0.005122867072939746,4,cardiovascular,contraindication,Precision@K
DSD-min,0.5043350680182196,5,cardiovascular,contraindication,AUPRC
DSD-min,0.5009033310786184,5,cardiovascular,contraindication,AUROC
DSD-min,0.015130776929473325,5,cardiovascular,contraindication,Recall@100
DSD-min,0.5140181653468923,5,cardiovascular,contraindication,Avg Rank
DSD-min,0.004130434782608695,5,cardiovascular,contraindication,Precision@100
DSD-min,0.005434782608695652,5,cardiovascular,contraindication,Precision@10
DSD-min,0.004654411579528647,5,cardiovascular,contraindication,Precision@K
KL-min,0.5039267752793851,5,cardiovascular,contraindication,AUPRC
